"Time","Traffic In","Traffic Out"
2020-11-10 00:00:00,316490464,2093626360
2020-11-11 00:00:00,332594424,1921089120
2020-11-12 00:00:00,320578008,1975809784
2020-11-13 00:00:00,297113328,1976261608
2020-11-14 00:00:00,175711728,1764341120
2020-11-15 00:00:00,181600360,1661902944
2020-11-16 00:00:00,308609016,1790032400
2020-11-17 00:00:00,303126464,1860843344
2020-11-18 00:00:00,330823032,1842619792
2020-11-19 00:00:00,315255008,1900255040
2020-11-20 00:00:00,310862848,1922528232
2020-11-21 00:00:00,188989416,1675976504
2020-11-22 00:00:00,180624800,1635632328
2020-11-23 00:00:00,309597744,1908355952
2020-11-24 00:00:00,322562984,1918121544
2020-11-25 00:00:00,336234504,1919669912
2020-11-26 00:00:00,313270592,1891134360
2020-11-27 00:00:00,292488480,1843165784
2020-11-28 00:00:00,190663024,1644973144
2020-11-29 00:00:00,189479864,1579493120
2020-11-30 00:00:00,303020680,1767993208
2020-12-01 00:00:00,323128488,1969878352
2020-12-02 00:00:00,322936760,1842878592
2020-12-03 00:00:00,306932256,1759223800
2020-12-04 00:00:00,255446152,1559986768
2020-12-05 00:00:00,114994336,1115369224
2020-12-06 00:00:00,98958176,795493504
2020-12-07 00:00:00,205234344,876386056
2020-12-08 00:00:00,197796080,923443296
2020-12-09 00:00:00,206453496,782270080
2020-12-10 00:00:00,198857320,674834520
2020-12-11 00:00:00,164067128,618459624
2020-12-12 00:00:00,64622536,471075008
2020-12-13 00:00:00,58407808,423879648
2020-12-14 00:00:00,174362688,561825808
2020-12-15 00:00:00,188791896,625735608
2020-12-16 00:00:00,190454712,635423984
2020-12-17 00:00:00,184630968,601904232
2020-12-18 00:00:00,156710656,501618912
2020-12-19 00:00:00,41976320,315393000
2020-12-20 00:00:00,39446664,259777928
2020-12-21 00:00:00,99806968,359480472
2020-12-22 00:00:00,81601448,295689968
2020-12-23 00:00:00,62803152,263520368
2020-12-24 00:00:00,26650608,205871048
2020-12-25 00:00:00,23807760,190785040
2020-12-26 00:00:00,28166568,192016096
2020-12-27 00:00:00,36336984,210307832
2020-12-28 00:00:00,39179800,193867528
2020-12-29 00:00:00,46345136,233988664
2020-12-30 00:00:00,48980672,275543368
2020-12-31 00:00:00,41731896,279047808
2021-01-01 00:00:00,39302368,264932104
2021-01-02 00:00:00,44542008,296169616
2021-01-03 00:00:00,53483760,339356760
2021-01-04 00:00:00,133873720,484467032
2021-01-05 00:00:00,151804672,590774512
2021-01-06 00:00:00,174687448,667129280
2021-01-07 00:00:00,179623824,640508768
2021-01-08 00:00:00,164473816,660814792
2021-01-09 00:00:00,75252288,654638992
2021-01-10 00:00:00,84806384,650741304
2021-01-11 00:00:00,200352512,779768432
2021-01-12 00:00:00,214355936,879708264
2021-01-13 00:00:00,210836232,818246216
2021-01-14 00:00:00,223033072,881874152
2021-01-15 00:00:00,181317232,798415520
2021-01-16 00:00:00,79447936,694128296
2021-01-17 00:00:00,94779968,758411488
2021-01-18 00:00:00,201093456,841952200
2021-01-19 00:00:00,199018480,864244240
2021-01-20 00:00:00,211850032,847713320
2021-01-21 00:00:00,224637080,884776472
2021-01-22 00:00:00,203169376,910695912
2021-01-23 00:00:00,90744856,728564288
2021-01-24 00:00:00,94435504,813906832
2021-01-25 00:00:00,204408968,863969752
2021-01-26 00:00:00,213404080,892943432
2021-01-27 00:00:00,200992336,922222592
2021-01-28 00:00:00,221649192,949946928
2021-01-29 00:00:00,213739696,865477872
2021-01-30 00:00:00,97692432,697659456
2021-01-31 00:00:00,100337464,770640832
2021-02-01 00:00:00,217097112,914012200
2021-02-02 00:00:00,225263368,931213448
2021-02-03 00:00:00,229803600,960406184
2021-02-04 00:00:00,237541904,970249760
2021-02-05 00:00:00,217461928,941699728
2021-02-06 00:00:00,89590184,757484392
2021-02-07 00:00:00,89262312,765095192
2021-02-08 00:00:00,207403056,891693024
2021-02-09 00:00:00,223922336,973317208
2021-02-10 00:00:00,233297536,975131928
2021-02-11 00:00:00,244554416,935166104
2021-02-12 00:00:00,220741952,879077040
2021-02-13 00:00:00,85379592,740206264
2021-02-14 00:00:00,102799608,778430224
2021-02-15 00:00:00,204113056,916855464
2021-02-16 00:00:00,236905560,988615968
2021-02-17 00:00:00,305390608,970121016
2021-02-18 00:00:00,266063720,948953712
2021-02-19 00:00:00,187598832,894853312
2021-02-20 00:00:00,90856976,701775984
2021-02-21 00:00:00,90635448,729086504
2021-02-22 00:00:00,220348488,934320664
2021-02-23 00:00:00,235969304,955863608
2021-02-24 00:00:00,226877176,1008084608
2021-02-25 00:00:00,236360472,1049413520
2021-02-26 00:00:00,215434800,929242224
2021-02-27 00:00:00,86153128,676084656
2021-02-28 00:00:00,85750800,746446448
2021-03-01 00:00:00,217934560,870882400
2021-03-02 00:00:00,218827176,965144936
2021-03-03 00:00:00,237440832,977095136
2021-03-04 00:00:00,258534056,1079413264
2021-03-05 00:00:00,215476528,1041754448
2021-03-06 00:00:00,95369744,847639584
2021-03-07 00:00:00,106479144,855551616
2021-03-08 00:00:00,250548640,1117963112
2021-03-09 00:00:00,297954944,1181715320
2021-03-10 00:00:00,331063576,1171712056
2021-03-11 00:00:00,261911792,1161209472
2021-03-12 00:00:00,246108568,1159624720
2021-03-13 00:00:00,111891232,895743776
2021-03-14 00:00:00,125338472,966290664
2021-03-15 00:00:00,257973640,1134732480
2021-03-16 00:00:00,286483680,1276105992
2021-03-17 00:00:00,292557888,1276315600
2021-03-18 00:00:00,300904192,1199835448
2021-03-19 00:00:00,255290744,1160579024
2021-03-20 00:00:00,113786096,972504664
2021-03-21 00:00:00,122628408,979292672
2021-03-22 00:00:00,234402624,1119972368
2021-03-23 00:00:00,260189840,1171570264
2021-03-24 00:00:00,277453120,1157330160
2021-03-25 00:00:00,265845312,1158402400
2021-03-26 00:00:00,242466128,1018555424
2021-03-27 00:00:00,77537736,743793264
2021-03-28 00:00:00,77046968,693496624
2021-03-29 01:00:00,195700688,809660152
2021-03-30 01:00:00,181617960,810678696
2021-03-31 01:00:00,194976184,866926424
2021-04-01 01:00:00,169120664,777335280
2021-04-02 01:00:00,59845528,562585424
2021-04-03 01:00:00,56366168,533404736
2021-04-04 01:00:00,55884184,461655392
2021-04-05 01:00:00,62212384,507287424
2021-04-06 01:00:00,140078248,724581344
2021-04-07 01:00:00,159319008,725272016
2021-04-08 01:00:00,155997432,712246344
2021-04-09 01:00:00,157288520,677372856
2021-04-10 01:00:00,75779568,645001608
2021-04-11 01:00:00,75232864,593329688
2021-04-12 01:00:00,172441800,746321656
2021-04-13 01:00:00,195356248,832687032
2021-04-14 01:00:00,199716304,835590520
2021-04-15 01:00:00,165119784,758217152
2021-04-16 01:00:00,171684968,774130056
2021-04-17 01:00:00,95442824,869797168
2021-04-18 01:00:00,142923384,1055107040
2021-04-19 01:00:00,253212864,1270113496
2021-04-20 01:00:00,286526864,1439396744
2021-04-21 01:00:00,290998584,1534505784
2021-04-22 01:00:00,300608800,1446598936
2021-04-23 01:00:00,235952680,1258515272
2021-04-24 01:00:00,121369536,1165825008
2021-04-25 01:00:00,144785424,1220798000
2021-04-26 01:00:00,266980168,1385277032
2021-04-27 01:00:00,304104712,1542839472
2021-04-28 01:00:00,315691888,1617100240
2021-04-29 01:00:00,603496368,1525363448
2021-04-30 01:00:00,253180984,1355276648
2021-05-01 01:00:00,150686632,1176832304
2021-05-02 01:00:00,144215712,1212077592
2021-05-03 01:00:00,183804416,1294001520
2021-05-04 01:00:00,330094176,1615502080
2021-05-05 01:00:00,347190440,1591634704
2021-05-06 01:00:00,330327184,1671388728
2021-05-07 01:00:00,275556992,1427111864
2021-05-08 01:00:00,155050912,1233132008
2021-05-09 01:00:00,146488088,1301914840
2021-05-10 01:00:00,326017592,1435030040
2021-05-11 01:00:00,304106416,1544720568
2021-05-12 01:00:00,306881248,1557322896
2021-05-13 01:00:00,289810512,1483165904
2021-05-14 01:00:00,245257624,1304232208
2021-05-15 01:00:00,139140504,1222953560
2021-05-16 01:00:00,145018120,1295581648
2021-05-17 01:00:00,279208440,1408005920
2021-05-18 01:00:00,272313112,1468245360
2021-05-19 01:00:00,277218096,1474358088
2021-05-20 01:00:00,274582984,1500927968
2021-05-21 01:00:00,237434640,1344913232
2021-05-22 01:00:00,132731656,1116489152
2021-05-23 01:00:00,144323472,1273658592
2021-05-24 01:00:00,259494112,1405224816
2021-05-25 01:00:00,266316832,1434648672
2021-05-26 01:00:00,263657648,1431045184
2021-05-27 01:00:00,260073168,1328804336
2021-05-28 01:00:00,213519008,1246294112
2021-05-29 01:00:00,113327976,1058818048
2021-05-30 01:00:00,107416920,1020136648
2021-05-31 01:00:00,110757560,1062163808
2021-06-01 01:00:00,208342432,1096226776
2021-06-02 01:00:00,226616704,1162752744
2021-06-03 01:00:00,222711712,1244827624
2021-06-04 01:00:00,177871328,1125843496
2021-06-05 01:00:00,103250912,958020792
2021-06-06 01:00:00,108198768,947544768
2021-06-07 01:00:00,220734000,1091626736
2021-06-08 01:00:00,223774816,1134479216
2021-06-09 01:00:00,219860000,1073260424
2021-06-10 01:00:00,219559824,918477024
2021-06-11 01:00:00,178950632,793063952
2021-06-12 01:00:00,39577320,313346928
2021-06-13 01:00:00,34670040,242536360
2021-06-14 01:00:00,139269824,391480280
2021-06-15 01:00:00,155579440,409113008
2021-06-16 01:00:00,186911168,414888112
2021-06-17 01:00:00,173204048,395775048
2021-06-18 01:00:00,129016152,373388488
2021-06-19 01:00:00,28253680,211237056
2021-06-20 01:00:00,24892400,193394624
2021-06-21 01:00:00,154152928,333815528
2021-06-22 01:00:00,449182520,366767632
2021-06-23 01:00:00,630467864,405787816
2021-06-24 01:00:00,461086624,379099688
2021-06-25 01:00:00,250650472,331004208
2021-06-26 01:00:00,139242032,186562864
2021-06-27 01:00:00,251891264,206107944
2021-06-28 01:00:00,871158600,345882976
2021-06-29 01:00:00,1050025888,363329992
2021-06-30 01:00:00,752977584,339052672
2021-07-01 01:00:00,1054895344,360775600
2021-07-02 01:00:00,190039056,283013912
2021-07-03 01:00:00,122006072,195493560
2021-07-04 01:00:00,473604280,168959472
2021-07-05 01:00:00,678808232,309662488
2021-07-06 01:00:00,631380296,350467952
2021-07-07 01:00:00,476803344,438605800
2021-07-08 01:00:00,283737240,336723520
2021-07-09 01:00:00,159236808,306125848
2021-07-10 01:00:00,44282448,149804624
2021-07-11 01:00:00,44348608,176847784
2021-07-12 01:00:00,263157520,367020880
2021-07-13 01:00:00,267113360,454236928
2021-07-14 01:00:00,221225040,364599592
2021-07-15 01:00:00,231505592,330899600
2021-07-16 01:00:00,211091824,282133760
2021-07-17 01:00:00,42118240,144179072
2021-07-18 01:00:00,34103744,157013208
2021-07-19 01:00:00,246299640,319797376
2021-07-20 01:00:00,201548264,318155608
2021-07-21 01:00:00,208704872,340842072
2021-07-22 01:00:00,187558392,321490216
2021-07-23 01:00:00,241904176,262700552
2021-07-24 01:00:00,72613856,157629016
2021-07-25 01:00:00,57178552,148541552
2021-07-26 01:00:00,285798936,363763192
2021-07-27 01:00:00,228567840,333771616
2021-07-28 01:00:00,213206008,305833920
2021-07-29 01:00:00,158786528,325793800
2021-07-30 01:00:00,193213584,272642064
2021-07-31 01:00:00,130382408,131336912
2021-08-01 01:00:00,78435208,136260520
2021-08-02 01:00:00,186296296,250057896
2021-08-03 01:00:00,147922240,291715768
2021-08-04 01:00:00,245465584,304025456
2021-08-05 01:00:00,190082536,268388760
2021-08-06 01:00:00,131552896,232339832
2021-08-07 01:00:00,66026568,147282632
2021-08-08 01:00:00,61011432,133724984
2021-08-09 01:00:00,223207808,324461368
2021-08-10 01:00:00,164290464,317136152
2021-08-11 01:00:00,179626448,339541272
2021-08-12 01:00:00,145633656,281864648
2021-08-13 01:00:00,154372816,265079872
2021-08-14 01:00:00,64685080,160634696
2021-08-15 01:00:00,59305840,179662088
2021-08-16 01:00:00,202929440,271470248
2021-08-17 01:00:00,182647040,275533432
2021-08-18 01:00:00,186048464,309206632
2021-08-19 01:00:00,161684720,276016288
2021-08-20 01:00:00,133929208,249464584
2021-08-21 01:00:00,60116840,129972792
2021-08-22 01:00:00,49544104,148060128
2021-08-23 01:00:00,207265136,257050328
2021-08-24 01:00:00,155027000,246841752
2021-08-25 01:00:00,167877200,262103040
2021-08-26 01:00:00,155807296,256080296
2021-08-27 01:00:00,117565224,212023360
2021-08-28 01:00:00,58636520,133015240
2021-08-29 01:00:00,55837208,125670208
2021-08-30 01:00:00,116651840,125263528
2021-08-31 01:00:00,143510856,275814144
2021-09-01 01:00:00,169161640,293338320
2021-09-02 01:00:00,242222336,262900720
2021-09-03 01:00:00,177769608,243136744
2021-09-04 01:00:00,88960152,127153536
2021-09-05 01:00:00,61011544,140595784
2021-09-06 01:00:00,216671440,258840160
2021-09-07 01:00:00,171305712,316457768
2021-09-08 01:00:00,176181360,301425928
2021-09-09 01:00:00,225576312,307064080
2021-09-10 01:00:00,145216632,245055416
2021-09-11 01:00:00,61657664,150606056
2021-09-12 01:00:00,61058776,151127520
2021-09-13 01:00:00,307123344,336157744
2021-09-14 01:00:00,231124656,384675592
2021-09-15 01:00:00,195549496,370200640
2021-09-16 01:00:00,194059808,347059720
2021-09-17 01:00:00,201959072,329814064
2021-09-18 01:00:00,103871536,183282576
2021-09-19 01:00:00,73893408,215326560
2021-09-20 01:00:00,170432248,379154320
2021-09-21 01:00:00,202202776,437259696
2021-09-22 01:00:00,232346640,580314448
2021-09-23 01:00:00,225087240,549882784
2021-09-24 01:00:00,187727984,484563360
2021-09-25 01:00:00,147092728,711560720
2021-09-26 01:00:00,253299080,1710110808
2021-09-27 01:00:00,346168136,1959697408
2021-09-28 01:00:00,420586432,2237304088
2021-09-29 01:00:00,409284064,2169035368
2021-09-30 01:00:00,406376968,2351693888
2021-10-01 01:00:00,354360736,2213258176
2021-10-02 01:00:00,253854624,1848981176
2021-10-03 01:00:00,259233096,1925484640
2021-10-04 01:00:00,416787432,2332421208
2021-10-05 01:00:00,437246560,2415197152
2021-10-06 01:00:00,429087384,2365876872
2021-10-07 01:00:00,437893680,2424904952
2021-10-08 01:00:00,369635792,2165181328
2021-10-09 01:00:00,212793432,1671791440
2021-10-10 01:00:00,235718400,1824679992
2021-10-11 01:00:00,398586872,2258813928
2021-10-12 01:00:00,415546888,2536546352
2021-10-13 01:00:00,416730416,2552148520
2021-10-14 01:00:00,382248312,2365390616
2021-10-15 01:00:00,363709200,2220919744
2021-10-16 01:00:00,246087848,1714559624
2021-10-17 01:00:00,254168544,2008209424
2021-10-18 01:00:00,402169288,2329056952
2021-10-19 01:00:00,422600032,2479965400
2021-10-20 01:00:00,435573480,2493137800
2021-10-21 01:00:00,441941440,2444743000
2021-10-22 01:00:00,412819104,2273987008
2021-10-23 01:00:00,204229008,1715463176
2021-10-24 01:00:00,224289736,1864097808
2021-10-25 01:00:00,338020848,2351283944
2021-10-26 01:00:00,398400400,2519242480
2021-10-27 01:00:00,636436512,2259698216
2021-10-28 01:00:00,507010720,2345042024
2021-10-29 01:00:00,313411008,2033851432
2021-10-30 01:00:00,232229568,1648797064
2021-10-31 01:00:00,250091408,1918529896
2021-11-01 00:00:00,409144368,2345909736
2021-11-02 00:00:00,428501896,2721538592
2021-11-03 00:00:00,476989464,2583277536
2021-11-04 00:00:00,425290800,2594157576
2021-11-05 00:00:00,368335832,2209228592
2021-11-06 00:00:00,221864552,1749240936
2021-11-07 00:00:00,249683352,2040926416
2021-11-08 00:00:00,382193448,2406392304
2021-11-09 00:00:00,461581464,2729706472
2021-11-10 00:00:00,416231144,2535863248
2021-11-11 00:00:00,403239872,2570288696
2021-11-12 00:00:00,355302720,2411601616
2021-11-13 00:00:00,209133128,1838844784
2021-11-14 00:00:00,273074504,1997062480
2021-11-15 00:00:00,397267456,2544771608
2021-11-16 00:00:00,571292848,2584003536
2021-11-17 00:00:00,491264096,2617092584
2021-11-18 00:00:00,431465776,2513202728
2021-11-19 00:00:00,365240720,2225863784
2021-11-20 00:00:00,209060720,1889201496
2021-11-21 00:00:00,261881872,1881483928
2021-11-22 00:00:00,415884392,2415098080
2021-11-23 00:00:00,455511424,2449831848
2021-11-24 00:00:00,454938648,2396937552
2021-11-25 00:00:00,436085768,2341679736
2021-11-26 00:00:00,358806232,2185030176
2021-11-27 00:00:00,232985072,1721993312
2021-11-28 00:00:00,259403096,1889075216
2021-11-29 00:00:00,399826768,2284173864
2021-11-30 00:00:00,444504056,2564741792
2021-12-01 00:00:00,409376872,2571747104
2021-12-02 00:00:00,416382792,2507151288
2021-12-03 00:00:00,402077072,2262756920
2021-12-04 00:00:00,239957416,1856433352
2021-12-05 00:00:00,280351224,2082400272
2021-12-06 00:00:00,422229328,2545941608
2021-12-07 00:00:00,470569776,2834694112
2021-12-08 00:00:00,473050592,3047528896
2021-12-09 00:00:00,435480224,2789588544
2021-12-10 00:00:00,392741256,2501638888
2021-12-11 00:00:00,251905944,2012590816
2021-12-12 00:00:00,292681088,2009813544
2021-12-13 00:00:00,412305656,2404851504
2021-12-14 00:00:00,416189024,2363383224
2021-12-15 00:00:00,403997336,2194192688
2021-12-16 00:00:00,371129048,1890106376
2021-12-17 00:00:00,305236784,1588402720
2021-12-18 00:00:00,155255656,1044727800
2021-12-19 00:00:00,159482864,784855288
2021-12-20 00:00:00,206001664,768371552
2021-12-21 00:00:00,217232040,735647152
2021-12-22 00:00:00,171390168,602508352
2021-12-23 00:00:00,106306512,469268184
2021-12-24 00:00:00,76450832,336261320
2021-12-25 00:00:00,81037816,261646672
2021-12-26 00:00:00,124169304,321289904
2021-12-27 00:00:00,210506160,321262328
2021-12-28 00:00:00,438723872,302347032
2021-12-29 00:00:00,124674080,314408112
2021-12-30 00:00:00,121372408,334176360
2021-12-31 00:00:00,102580944,347605416
2022-01-01 00:00:00,78125912,383813336
2022-01-02 00:00:00,148790960,401671576
2022-01-03 00:00:00,122140448,472454000

